Timestamp,relative_humidity,wind_speed,visibility,pressure,snow,solar_radiation,wind_direction,temperature,precipitation,cloud_coverage,hour,day,month,year,weekend,holiday,PM10,O3,CO,NO2,SO2
2019-02-20 12:00:00,52,6.0,5.0,992.7,0.0,568.73,240.0,14.9,0.0,0,12,20,2,2019,0,0,4.957445435543038,4.177152678091462,0.4500560076103169,2.7492305298505864,1.198216244423439
2019-02-20 13:00:00,52,6.4,5.0,992.6,0.0,470.59,0.0,17.0,0.0,0,13,20,2,2019,0,0,4.717784313996837,4.376006025609796,0.38906468958408574,2.419265327592198,2.356069017509405
2019-02-20 14:00:00,40,6.4,5.0,992.2,0.0,327.53,280.0,17.0,0.0,0,14,20,2,2019,0,0,4.659279488506985,4.423406060470373,0.36519852262391067,2.505517762606042,2.4947579793107515
2019-02-20 15:00:00,45,5.6,5.0,991.9,0.0,158.6,20.0,16.5,0.0,0,15,20,2,2019,0,0,4.730744984671585,4.404277280916253,0.32411043834138065,2.3651372848512793,2.527151657833337
2019-02-20 16:00:00,51,5.6,5.0,992.6,0.0,8.73,30.0,15.0,0.0,1,16,20,2,2019,0,0,4.28991133321773,4.479153386943957,0.340748785079433,2.1954229480861347,2.564687796416045
2019-02-20 17:00:00,60,5.6,1.5,993.1,0.0,0.0,30.0,11.0,0.0,16,17,20,2,2019,0,0,4.214641457510885,4.3969152095844075,0.38906468958408574,2.3415365036133955,2.3148891148816046
2019-02-20 18:00:00,67,5.6,1.0,993.8,0.0,0.0,30.0,9.4,0.0,35,18,20,2,2019,0,0,4.413524070827273,4.11936233263828,0.5282725255612439,2.806229018461857,2.2553467208078284
2019-02-20 19:00:00,73,5.2,5.0,994.6,0.0,0.0,290.0,10.0,0.0,72,19,20,2,2019,0,0,4.579544650873004,3.599501693018888,0.6134544275039572,3.291401146190366,2.2497537954215137
2019-02-20 20:00:00,73,5.2,5.0,995.1,0.0,0.0,20.0,10.0,0.0,90,20,20,2,2019,0,0,4.522004830413916,4.019980160630536,0.5075402249094613,2.770987413745052,2.0722406490476297
2019-02-20 21:00:00,76,5.2,5.0,995.4,0.0,0.0,20.0,6.2,0.0,91,21,20,2,2019,0,0,4.244774010616153,3.9748100250533343,0.5282725255612439,2.921655097270535,1.9700729765376765
2019-02-20 22:00:00,79,5.2,5.0,995.8,0.0,0.0,0.0,4.0,0.0,91,22,20,2,2019,0,0,4.54063166485052,2.949688355024821,0.8375937660231714,3.663792359791398,2.1949998844381047
2019-02-20 23:00:00,78,5.2,5.0,996.0,0.0,0.0,0.0,1.0,0.0,92,23,20,2,2019,0,0,4.778703211093163,2.227861518023453,0.6134544275039572,3.663792359791398,2.2270638336611013
2019-02-21 00:00:00,78,5.2,5.0,996.8,0.0,0.0,60.0,2.3,0.0,90,0,21,2,2019,0,0,4.572645922383551,3.4461707205606733,0.48636897957922337,3.151286267330306,2.0029114327073327
2019-02-21 01:00:00,78,5.2,5.0,996.7,0.0,0.0,0.0,1.0,0.0,77,1,21,2,2019,0,0,4.268156405663827,3.407841949643719,0.4351533455147018,2.891376849207369,1.6127524397122843
2019-02-21 02:00:00,78,4.8,5.0,996.7,0.0,0.0,0.0,0.3,0.0,74,2,21,2,2019,0,0,4.165579367887099,2.9621754979149046,0.37321735980293114,3.0713358980656147,1.5006493203282318
2019-02-21 03:00:00,78,4.8,5.0,996.8,0.0,0.0,0.0,-0.5,0.0,85,3,21,2,2019,0,0,4.192376808431408,2.861057344039536,0.36519852262391067,3.015809353092366,1.4644121514089792
2019-02-21 04:00:00,80,4.8,0.5,997.3,0.0,0.0,160.0,-1.3,0.0,63,4,21,2,2019,0,0,4.188440353239854,3.099190995681273,0.340748785079433,2.848049842735418,1.3401457326584834
2019-02-21 05:00:00,80,4.8,0.5,997.9,0.0,0.0,0.0,-2.0,0.0,44,5,21,2,2019,0,0,4.149621575305571,3.5455862798850397,0.3324642156340331,2.4754453730585815,1.165585316331834
2019-02-21 06:00:00,79,4.4,1.5,998.5,0.0,65.7908,0.0,-1.3,0.0,8,6,21,2,2019,0,0,4.183575672689694,3.6054978244428346,0.3489653050060222,2.519452966147533,1.245249079495208
2019-02-21 07:00:00,76,5.6,5.0,998.7,0.0,235.17,70.0,2.0,0.0,0,7,21,2,2019,0,0,4.319351712057631,3.004692030048148,0.47921109535017653,3.157804349725796,1.5298750818318754
2019-02-21 08:00:00,66,6.4,5.0,998.9,0.0,396.95,0.0,7.0,0.0,0,8,21,2,2019,0,0,4.531414923090741,2.9058076035886677,0.5075402249094613,3.254490068696631,1.8267404636626665
2019-02-21 09:00:00,53,6.4,5.0,999.0,0.0,523.36,30.0,10.2,0.0,0,9,21,2,2019,0,0,4.265351000205985,3.795039639650877,0.4123745145780243,2.6638126368500425,2.1979576840970947
2019-02-21 10:00:00,42,6.0,5.0,998.4,0.0,599.36,70.0,12.0,0.0,0,10,21,2,2019,0,0,4.103798078473681,4.035655598235645,0.4200252691516832,2.2829027034488765,2.2746793350375647
