,rh,wind_spd,timestamp_utc,vis,slp,pod,dni,elev_angle,pres,h_angle,dewpt,snow,uv,solar_rad,wind_dir,ghi,dhi,app_temp,azimuth,temp,precip,clouds
2019-01-01 00:00:00,85.0,4.0,2019-01-01T00:00:00,0.5,1025.05,n,0.0,-64.41,991.6,,0.0,0.0,0.0,0.0,180,0.0,0.0,0.8,48.64,4.1,0.0,70
2019-01-01 01:00:00,84.0,4.0,2019-01-01T01:00:00,0.5,1024.0,n,0.0,-54.87,994.3,-90.0,-1.3,0.0,0.0,0.0,30,0.0,0.0,-1.1,68.64,2.6,0.0,70
2019-01-01 02:00:00,83.0,4.4,2019-01-01T02:00:00,5.0,1025.0,n,0.0,-44.09,995.1,-90.0,-1.1,0.0,0.0,0.0,60,0.0,0.0,-1.8,82.01,2.2,0.0,71
2019-01-01 03:00:00,84.0,4.4,2019-01-01T03:00:00,5.0,1024.95,n,0.0,-32.98,995.15,-90.0,-0.1,0.0,0.0,0.0,125,0.0,0.0,-2.0,92.5,2.0,0.0,73
2019-01-01 04:00:00,84.0,4.0,2019-01-01T04:00:00,5.0,1025.15,n,0.0,-21.94,995.2,-90.0,-1.1,0.0,0.0,0.0,110,0.0,0.0,-2.3,101.84,1.6,0.0,73
2019-01-01 05:00:00,86.0,4.0,2019-01-01T05:00:00,5.0,1025.8,n,0.0,-11.26,995.7,-90.0,-2.1,0.0,0.0,0.0,150,0.0,0.0,-2.9,110.97,1.1,0.0,71
2019-01-01 06:00:00,86.0,4.0,2019-01-01T06:00:00,0.5,1026.45,n,0.0,-1.23,992.6,,-3.0,0.0,0.0,0.0,165,0.0,0.0,-3.1,120.51,0.9,0.0,67
2019-01-01 07:00:00,85.0,4.0,2019-01-01T07:00:00,0.5,1026.35,d,425.0,7.82,992.55,-90.0,-3.1,0.0,1.3,81.389,195,95.85,47.19,-2.6,130.95,1.4,0.0,61
2019-01-01 08:00:00,83.0,4.4,2019-01-01T08:00:00,1.0,1026.3,d,623.73,15.45,992.85,-72.0,-0.1,0.0,2.5,226.255,95,228.15,69.64,0.6,142.69,4.2,0.0,26
2019-01-01 09:00:00,77.0,4.8,2019-01-01T09:00:00,1.5,1026.2,d,715.26,21.14,992.95,,-1.3,0.0,3.6,333.038,340,333.04,81.96,2.6,155.93,5.9,0.0,3
2019-01-01 10:00:00,59.0,4.8,2019-01-01T10:00:00,5.0,1025.2,d,755.38,24.37,992.0,-36.0,-4.2,0.0,4.1,392.91,350,392.91,87.88,3.1,170.48,6.3,0.0,1
2019-01-01 11:00:00,53.0,4.8,2019-01-01T11:00:00,5.0,1024.2,d,759.68,24.75,991.15,-18.0,-4.2,0.0,4.1,399.94,345,399.94,88.53,7.3,185.65,7.3,0.0,0
2019-01-01 12:00:00,55.0,4.8,2019-01-01T12:00:00,5.0,1023.2,d,729.58,22.23,990.25,,-5.2,0.0,3.8,353.27,335,353.27,84.04,7.8,200.45,7.8,0.0,0
2019-01-01 13:00:00,57.0,4.4,2019-01-01T13:00:00,1.5,1023.05,d,654.13,17.13,990.05,18.0,-5.2,0.0,3.0,258.776,325,258.83,73.57,7.3,214.07,7.3,0.0,9
2019-01-01 14:00:00,57.0,4.0,2019-01-01T14:00:00,0.5,1022.9,d,493.83,9.94,989.75,36.0,-5.0,0.0,1.8,126.269,345,131.01,54.42,2.9,226.19,5.8,0.0,41
2019-01-01 15:00:00,65.0,4.4,2019-01-01T15:00:00,1.0,1022.75,n,76.88,1.22,989.45,,-4.3,0.0,1.5,8.12653,335,8.32,14.6,1.1,236.94,4.6,0.0,36
2019-01-01 16:00:00,73.0,4.0,2019-01-01T16:00:00,1.5,1023.05,n,0.0,-8.59,989.65,72.0,-4.3,0.0,0.0,0.0,360,0.0,0.0,0.6,246.68,4.0,0.0,3
2019-01-01 17:00:00,75.0,4.0,2019-01-01T17:00:00,5.0,1023.3,n,0.0,-19.13,989.7,-90.0,-4.3,0.0,0.0,0.0,240,0.0,0.0,-1.2,255.86,2.5,0.0,1
2019-01-01 18:00:00,79.0,3.6,2019-01-01T18:00:00,1.5,1023.6,n,0.0,-30.1,989.85,,-5.3,0.0,0.0,0.0,145,0.0,0.0,-2.5,265.09,1.2,0.0,4
2019-01-01 19:00:00,81.0,3.2,2019-01-01T19:00:00,1.5,1023.0,n,0.0,-41.23,992.9,-90.0,-4.2,0.0,0.0,0.0,40,0.0,0.0,-3.5,275.18,0.1,0.0,6
2019-01-01 20:00:00,80.0,3.2,2019-01-01T20:00:00,5.0,1022.45,n,0.0,-52.13,992.3,-90.0,-4.0,0.0,0.0,0.0,0,0.0,0.0,-4.3,287.59,-0.5,0.0,1
2019-01-01 21:00:00,82.0,2.8,2019-01-01T21:00:00,5.0,1023.1,n,0.0,-62.12,989.1,,-5.3,0.0,0.0,0.0,210,0.0,0.0,-4.8,305.37,-1.3,0.0,1
2019-01-01 22:00:00,84.0,2.8,2019-01-01T22:00:00,5.0,1021.55,n,0.0,-69.39,991.25,-90.0,-6.2,0.0,0.0,0.0,0,0.0,0.0,-4.8,334.49,-1.2,0.0,1
2019-01-01 23:00:00,85.0,3.2,2019-01-01T23:00:00,5.0,1021.15,n,0.0,-70.42,990.75,-90.0,-6.2,0.0,0.0,0.0,0,0.0,0.0,-6.0,15.31,-1.9,0.0,1
2019-01-02 00:00:00,86.0,3.2,2019-01-02T00:00:00,1.5,1021.15,n,0.0,-64.41,986.9,,-6.2,0.0,0.0,0.0,135,0.0,0.0,-8.6,48.33,-4.0,0.0,13
2019-01-02 01:00:00,88.0,3.6,2019-01-02T01:00:00,1.5,1021.65,n,0.0,-54.89,987.3,-90.0,-7.2,0.0,0.0,0.0,0,0.0,0.0,-9.6,68.41,-4.6,0.0,4
2019-01-02 02:00:00,88.0,3.6,2019-01-02T02:00:00,1.5,1022.15,n,0.0,-44.13,987.7,-90.0,-8.2,0.0,0.0,0.0,0,0.0,0.0,-10.0,81.83,-4.9,0.0,4
2019-01-02 03:00:00,88.0,3.2,2019-01-02T03:00:00,1.0,1022.65,n,0.0,-33.02,988.15,,-8.2,0.0,0.0,0.0,140,0.0,0.0,-10.3,92.35,-5.5,0.0,23
2019-01-02 04:00:00,86.0,3.2,2019-01-02T04:00:00,1.5,1021.5,n,0.0,-21.97,987.0,-90.0,-9.2,0.0,0.0,0.0,0,0.0,0.0,-10.7,101.7,-5.8,0.0,13
2019-01-02 05:00:00,87.0,3.2,2019-01-02T05:00:00,1.5,1020.4,n,0.0,-11.29,985.85,-90.0,-9.2,0.0,0.0,0.0,0,0.0,0.0,-11.5,110.83,-6.5,0.0,3
2019-01-02 06:00:00,88.0,2.8,2019-01-02T06:00:00,1.5,1019.25,n,0.0,-1.24,984.7,,-9.2,0.0,0.0,0.0,125,0.0,0.0,-11.3,120.37,-6.7,0.0,2
2019-01-02 07:00:00,87.0,2.8,2019-01-02T07:00:00,5.0,1018.7,d,424.98,7.82,984.45,-90.0,-9.2,0.0,2.3,95.83,15,95.83,47.19,-8.5,130.81,-4.3,0.0,1
2019-01-02 08:00:00,87.0,2.4,2019-01-02T08:00:00,1.5,1018.2,d,624.11,15.47,984.1,-72.0,-6.2,0.0,2.8,228.449,0,228.5,69.69,-6.5,142.55,-3.0,0.0,9
2019-01-02 09:00:00,82.0,3.2,2019-01-02T09:00:00,1.0,1017.65,d,715.85,21.19,983.8,,-4.2,0.0,2.8,326.937,145,333.84,82.05,-5.3,155.79,-1.4,0.0,34
2019-01-02 10:00:00,78.0,4.0,2019-01-02T10:00:00,5.0,1016.75,d,756.17,24.44,983.15,-36.0,-4.2,0.7,2.1,301.916,150,394.18,88.0,-3.7,170.35,0.5,0.0,71
2019-01-02 11:00:00,79.0,4.8,2019-01-02T11:00:00,5.0,1015.85,d,760.72,24.85,982.3,-18.0,-3.1,0.2,1.5,174.774,115,401.65,88.69,-3.9,185.54,0.8,0.0,92
2019-01-02 12:00:00,76.0,5.2,2019-01-02T12:00:00,5.0,1014.95,d,731.0,22.35,981.5,,-3.1,0.2,1.3,139.397,230,355.34,84.24,-3.6,200.36,1.1,0.0,94
2019-01-02 13:00:00,75.0,5.2,2019-01-02T13:00:00,5.0,1015.1,d,656.26,17.25,981.7,18.0,-3.1,0.0,1.1,102.431,275,261.11,73.85,-2.9,214.01,1.7,0.0,94
2019-01-02 14:00:00,80.0,4.8,2019-01-02T14:00:00,5.0,1015.2,d,497.67,10.07,981.9,36.0,-2.1,0.0,0.9,55.1645,280,133.25,54.84,-1.8,226.16,2.4,0.0,93
2019-01-02 15:00:00,81.0,4.0,2019-01-02T15:00:00,5.0,1015.35,n,86.35,1.35,982.0,,-1.1,0.0,0.7,3.68895,270,9.46,15.56,-1.7,236.92,2.1,0.0,92
2019-01-02 16:00:00,80.0,4.4,2019-01-02T16:00:00,5.0,1015.5,n,0.0,-8.45,982.15,72.0,-1.1,0.0,0.0,0.0,315,0.0,0.0,-2.1,246.67,1.9,0.0,89
2019-01-02 17:00:00,74.0,4.8,2019-01-02T17:00:00,5.0,1015.6,n,0.0,-18.99,982.3,-90.0,-2.1,0.0,0.0,0.0,320,0.0,0.0,-1.9,255.86,2.4,0.0,93
2019-01-02 18:00:00,71.0,4.4,2019-01-02T18:00:00,5.0,1015.75,n,0.0,-29.96,982.35,,-2.1,0.0,0.0,0.0,300,0.0,0.0,-2.3,265.09,1.9,0.0,92
2019-01-02 19:00:00,72.0,4.8,2019-01-02T19:00:00,5.0,1015.9,n,0.0,-41.09,982.45,-90.0,-3.1,0.0,0.0,0.0,260,0.0,0.0,-2.7,275.19,1.7,0.0,92
2019-01-02 20:00:00,74.0,5.2,2019-01-02T20:00:00,5.0,1016.1,n,0.0,-52.0,982.65,-90.0,-2.1,0.0,0.0,0.0,275,0.0,0.0,-3.0,287.58,1.6,0.0,93
2019-01-02 21:00:00,77.0,5.2,2019-01-02T21:00:00,5.0,1016.25,n,0.0,-61.98,982.75,,-1.1,0.2,0.0,0.0,255,0.0,0.0,-3.7,305.31,1.1,0.0,93
2019-01-02 22:00:00,79.0,5.6,2019-01-02T22:00:00,5.0,1016.15,n,0.0,-69.27,982.6,-90.0,-1.1,0.0,0.0,0.0,160,0.0,0.0,-4.0,334.29,0.9,0.0,93
2019-01-02 23:00:00,79.0,6.0,2019-01-02T23:00:00,5.0,1015.95,n,0.0,-70.35,982.35,-90.0,-1.1,0.0,0.0,0.0,330,0.0,0.0,-5.1,14.95,0.3,0.0,92
2019-01-03 00:00:00,77.0,6.0,2019-01-03T00:00:00,5.0,1015.85,n,0.0,-64.41,982.2,,-1.1,0.0,0.0,0.0,315,0.0,0.0,-5.3,48.01,0.1,0.0,91
2019-01-03 01:00:00,77.0,6.0,2019-01-03T01:00:00,5.0,1015.75,n,0.0,-54.92,982.1,-90.0,0.0,0.7,0.0,0.0,0,0.0,0.0,-5.3,68.17,0.1,0.0,93
2019-01-03 02:00:00,75.0,5.6,2019-01-03T02:00:00,5.0,1015.7,n,0.0,-44.17,982.05,-90.0,0.0,0.7,0.0,0.0,0,0.0,0.0,-5.2,81.64,0.1,0.0,94
2019-01-03 03:00:00,74.0,5.6,2019-01-03T03:00:00,5.0,1015.6,n,0.0,-33.05,981.95,,0.0,0.7,0.0,0.0,110,0.0,0.0,-5.2,92.19,0.0,0.0,94
2019-01-03 04:00:00,73.0,6.4,2019-01-03T04:00:00,5.0,1015.15,n,0.0,-22.0,985.35,-90.0,-1.1,0.7,0.0,0.0,0,0.0,0.0,-5.4,101.55,0.2,0.0,94
2019-01-03 05:00:00,75.0,6.0,2019-01-03T05:00:00,5.0,1015.3,n,0.0,-11.31,985.5,-90.0,0.0,0.7,0.0,0.0,0,0.0,0.0,-5.3,110.69,0.1,0.0,94
2019-01-03 06:00:00,73.0,6.4,2019-01-03T06:00:00,5.0,1016.5,n,0.0,-1.26,982.85,,-1.1,0.7,0.0,0.0,285,0.0,0.0,-5.6,120.23,0.0,0.0,95
2019-01-03 07:00:00,74.0,7.6,2019-01-03T07:00:00,5.0,1016.1,d,425.18,7.82,986.25,-90.0,-1.1,0.7,0.8,33.3064,250,95.93,47.21,-6.0,130.67,0.1,0.0,96
2019-01-03 08:00:00,76.0,9.2,2019-01-03T08:00:00,5.0,1016.75,d,624.61,15.49,986.9,-72.0,-2.1,1.4,1.0,74.1402,145,228.98,69.76,-6.5,142.41,0.2,0.0,97
2019-01-03 09:00:00,73.0,10.0,2019-01-03T09:00:00,5.0,1017.35,d,716.53,21.24,983.7,,-2.1,0.7,1.2,100.36,305,334.77,82.14,-6.3,155.65,0.6,0.0,98
2019-01-03 10:00:00,78.0,10.4,2019-01-03T10:00:00,5.0,1017.2,d,757.03,24.52,983.6,-36.0,-1.1,0.2,1.3,108.862,130,395.58,88.13,-6.2,170.22,0.8,0.0,99
2019-01-03 11:00:00,65.0,10.4,2019-01-03T11:00:00,5.0,1017.0,d,761.83,24.94,983.4,-18.0,-1.1,0.2,1.4,130.644,180,403.49,88.86,-6.1,185.43,0.8,0.0,97
2019-01-03 12:00:00,61.0,10.4,2019-01-03T12:00:00,5.0,1016.85,d,732.5,22.46,983.25,,-3.1,0.7,1.3,124.133,305,357.53,84.46,-6.6,200.28,0.5,0.0,96
2019-01-03 13:00:00,60.0,10.0,2019-01-03T13:00:00,5.0,1017.1,d,658.47,17.38,983.45,18.0,-3.1,1.0,1.1,91.4894,330,263.51,74.14,-7.3,213.95,-0.2,0.0,96
2019-01-03 14:00:00,61.0,9.6,2019-01-03T14:00:00,5.0,1017.35,d,501.63,10.21,983.6,36.0,-2.1,1.0,0.8,47.0762,145,135.59,55.28,-8.0,226.12,-0.8,0.0,96
2019-01-03 15:00:00,63.0,9.2,2019-01-03T15:00:00,5.0,1017.6,n,96.18,1.5,983.85,,-2.1,1.0,0.7,3.71499,215,10.7,16.53,-7.6,236.91,-0.7,0.0,96
2019-01-03 16:00:00,61.0,9.6,2019-01-03T16:00:00,5.0,1018.2,n,0.0,-8.31,984.35,72.0,-7.2,1.5,0.0,0.0,155,0.0,0.0,-8.4,246.66,-1.1,0.0,97
2019-01-03 17:00:00,61.0,9.2,2019-01-03T17:00:00,5.0,1018.75,n,0.0,-18.85,984.8,-90.0,-6.3,1.5,0.0,0.0,345,0.0,0.0,-8.8,255.87,-1.6,0.0,97
2019-01-03 18:00:00,59.0,8.4,2019-01-03T18:00:00,5.0,1019.35,n,0.0,-29.82,985.35,,-7.3,1.5,0.0,0.0,160,0.0,0.0,-8.7,265.11,-1.7,0.0,97
2019-01-03 19:00:00,59.0,8.0,2019-01-03T19:00:00,5.0,1019.65,n,0.0,-40.95,985.65,-90.0,-7.3,1.5,0.0,0.0,135,0.0,0.0,-8.7,275.2,-1.9,0.0,96
2019-01-03 20:00:00,62.0,7.6,2019-01-03T20:00:00,5.0,1020.05,n,0.0,-51.85,986.05,-90.0,-7.3,1.5,0.0,0.0,290,0.0,0.0,-8.6,287.59,-1.9,0.0,96
2019-01-03 21:00:00,63.0,7.6,2019-01-03T21:00:00,5.0,1020.35,n,0.0,-61.84,986.25,,-7.3,1.5,0.0,0.0,285,0.0,0.0,-9.1,305.28,-2.3,0.0,95
2019-01-03 22:00:00,64.0,7.2,2019-01-03T22:00:00,5.0,1019.95,n,0.0,-69.15,989.8,-90.0,-6.0,1.5,0.0,0.0,255,0.0,0.0,-8.5,334.1,-1.9,0.0,95
2019-01-03 23:00:00,65.0,6.8,2019-01-03T23:00:00,5.0,1020.1,n,0.0,-70.28,989.95,-90.0,-7.2,1.5,0.0,0.0,265,0.0,0.0,-8.3,14.58,-1.9,0.0,95
2019-01-04 00:00:00,66.0,6.8,2019-01-04T00:00:00,5.0,1020.3,n,0.0,-64.4,990.1,-90.0,-7.2,1.5,0.0,0.0,290,0.0,0.0,-8.6,47.68,-2.2,0.0,95
2019-01-04 01:00:00,66.0,6.8,2019-01-04T01:00:00,5.0,1020.3,n,0.0,-54.93,990.1,-90.0,-7.2,1.5,0.0,0.0,275,0.0,0.0,-8.5,67.92,-2.1,0.0,95
2019-01-04 02:00:00,63.0,6.4,2019-01-04T02:00:00,5.0,1020.8,n,0.0,-44.19,990.6,-90.0,-7.2,1.5,0.0,0.0,265,0.0,0.0,-8.4,81.44,-2.1,0.0,94
2019-01-04 03:00:00,64.0,6.4,2019-01-04T03:00:00,5.0,1021.45,n,0.0,-33.08,987.3,,-7.2,1.5,0.0,0.0,280,0.0,0.0,-9.2,92.02,-2.8,0.0,94
2019-01-04 04:00:00,64.0,6.4,2019-01-04T04:00:00,5.0,1021.8,n,0.0,-22.03,987.6,-90.0,-6.2,1.5,0.0,0.0,275,0.0,0.0,-9.5,101.4,-3.0,0.0,96
2019-01-04 05:00:00,64.0,6.4,2019-01-04T05:00:00,5.0,1022.15,n,0.0,-11.33,987.95,-90.0,-6.2,1.5,0.0,0.0,285,0.0,0.0,-9.5,110.55,-3.0,0.0,96
2019-01-04 06:00:00,71.0,6.0,2019-01-04T06:00:00,5.0,1022.5,n,0.0,-1.26,988.35,,-7.2,0.0,0.0,0.0,325,0.0,0.0,-8.8,120.09,-2.6,0.0,95
2019-01-04 07:00:00,74.0,6.4,2019-01-04T07:00:00,5.0,1023.4,d,425.62,7.83,989.25,-90.0,-9.3,0.0,0.8,37.707,315,96.12,47.26,-8.7,130.52,-2.4,0.0,94
2019-01-04 08:00:00,64.0,6.8,2019-01-04T08:00:00,5.0,1024.25,d,625.24,15.52,990.1,-72.0,-9.3,0.0,1.1,99.8997,345,229.58,69.83,-8.8,142.26,-2.3,0.0,92
2019-01-04 09:00:00,57.0,6.8,2019-01-04T09:00:00,5.0,1025.15,d,717.3,21.29,990.95,,-9.3,0.0,1.4,159.797,325,335.84,82.25,-8.5,155.51,-2.1,0.0,90
2019-01-04 10:00:00,57.0,6.8,2019-01-04T10:00:00,5.0,1024.4,d,757.97,24.6,990.25,-36.0,-9.3,1.5,1.5,164.405,350,397.12,88.27,-8.6,170.09,-2.1,0.0,93
2019-01-04 11:00:00,50.0,6.8,2019-01-04T11:00:00,5.0,1023.7,d,763.01,25.05,989.55,-18.0,-9.3,0.0,1.6,184.787,300,405.46,89.04,-8.5,185.32,-2.0,0.0,91
2019-01-04 12:00:00,49.0,6.8,2019-01-04T12:00:00,5.0,1022.95,d,734.07,22.59,988.85,,-8.0,0.0,1.6,204.537,310,359.85,84.69,-8.1,200.2,-1.8,0.0,85
2019-01-04 13:00:00,48.0,6.8,2019-01-04T13:00:00,5.0,1023.6,d,660.76,17.52,989.45,18.0,-6.3,0.0,1.2,121.233,295,266.01,74.45,-8.6,213.9,-2.1,0.0,91
2019-01-04 14:00:00,52.0,6.8,2019-01-04T14:00:00,5.0,1024.3,d,505.68,10.35,990.15,36.0,-8.0,0.0,0.9,57.1392,345,138.02,55.72,-8.1,226.09,-1.8,0.0,93
2019-01-04 15:00:00,56.0,6.4,2019-01-04T15:00:00,5.0,1024.95,n,106.33,1.64,990.75,,-9.2,0.0,0.7,4.98447,340,12.04,17.51,-8.5,236.89,-2.2,0.0,93
2019-01-04 16:00:00,58.0,6.8,2019-01-04T16:00:00,5.0,1025.4,n,0.0,-8.17,991.1,72.0,-8.2,1.5,0.0,0.0,335,0.0,0.0,-9.1,246.67,-2.5,0.0,96
2019-01-04 17:00:00,59.0,6.8,2019-01-04T17:00:00,5.0,1025.8,n,0.0,-18.71,991.45,-90.0,-7.2,1.5,0.0,0.0,270,0.0,0.0,-10.0,255.88,-3.3,0.0,96
2019-01-04 18:00:00,63.0,6.4,2019-01-04T18:00:00,5.0,1026.25,n,0.0,-29.68,991.85,,-5.0,3.0,0.0,0.0,290,0.0,0.0,-10.2,265.13,-3.6,0.0,95
2019-01-04 19:00:00,66.0,6.0,2019-01-04T19:00:00,5.0,1025.3,n,0.0,-40.8,994.75,-90.0,-5.2,1.5,0.0,0.0,265,0.0,0.0,-10.0,275.23,-3.6,0.0,94
2019-01-04 20:00:00,75.0,6.0,2019-01-04T20:00:00,5.0,1025.35,n,0.0,-51.71,994.8,-90.0,-5.2,1.5,0.0,0.0,125,0.0,0.0,-10.1,287.61,-3.6,0.0,93
2019-01-04 21:00:00,77.0,6.0,2019-01-04T21:00:00,5.0,1025.4,n,0.0,-61.7,994.8,-90.0,-6.2,2.0,0.0,0.0,280,0.0,0.0,-10.7,305.25,-4.1,0.0,92
2019-01-04 22:00:00,81.0,5.6,2019-01-04T22:00:00,5.0,1025.2,n,0.0,-69.01,994.55,-90.0,-6.2,2.0,0.0,0.0,270,0.0,0.0,-10.8,333.93,-4.4,0.0,92
2019-01-04 23:00:00,77.0,5.6,2019-01-04T23:00:00,5.0,1024.5,n,0.0,-70.2,993.85,-90.0,-6.2,2.0,0.0,0.0,285,0.0,0.0,-10.8,14.21,-4.4,0.0,92
2019-01-05 00:00:00,75.0,5.6,2019-01-05T00:00:00,5.0,1025.75,n,0.0,-64.38,991.25,,-6.2,2.0,0.0,0.0,335,0.0,0.0,-10.9,47.34,-4.5,0.0,90
2019-01-05 01:00:00,73.0,5.6,2019-01-05T01:00:00,5.0,1024.05,n,0.0,-54.94,993.55,-90.0,-7.2,1.5,0.0,0.0,260,0.0,0.0,-10.3,67.66,-4.0,0.0,82
2019-01-05 02:00:00,70.0,5.6,2019-01-05T02:00:00,5.0,1023.8,n,0.0,-44.21,993.3,-90.0,-8.2,0.0,0.0,0.0,0,0.0,0.0,-10.3,81.24,-4.0,0.0,79
2019-01-05 03:00:00,71.0,5.2,2019-01-05T03:00:00,5.0,1023.05,n,0.0,-33.1,992.6,-90.0,-8.2,0.0,0.0,0.0,125,0.0,0.0,-10.1,91.84,-4.1,0.0,72
2019-01-05 04:00:00,68.0,4.8,2019-01-05T04:00:00,0.5,1023.0,n,0.0,-22.05,992.55,-90.0,-8.2,0.0,0.0,0.0,270,0.0,0.0,-9.9,101.24,-4.1,0.0,65
2019-01-05 05:00:00,68.0,4.8,2019-01-05T05:00:00,0.5,1022.95,n,0.0,-11.34,992.5,-90.0,-8.2,0.0,0.0,0.0,0,0.0,0.0,-10.0,110.4,-4.1,0.0,64
2019-01-05 06:00:00,69.0,4.4,2019-01-05T06:00:00,0.5,1023.55,n,0.0,-1.26,989.15,,-8.2,0.0,0.0,0.0,295,0.0,0.0,-9.9,119.94,-4.3,0.0,59
2019-01-05 07:00:00,69.0,4.4,2019-01-05T07:00:00,1.0,1023.45,d,426.29,7.85,989.1,-90.0,-8.2,0.0,1.8,94.5837,130,96.43,47.33,-9.6,130.37,-4.1,0.0,34
2019-01-05 08:00:00,68.0,4.0,2019-01-05T08:00:00,1.0,1023.45,d,625.99,15.56,989.15,-72.0,-8.2,0.0,2.4,227.419,265,230.3,69.93,-8.4,142.11,-3.4,0.0,30
2019-01-05 09:00:00,63.0,4.0,2019-01-05T09:00:00,1.5,1023.35,d,718.15,21.36,989.1,,-8.2,0.0,3.3,336.419,285,337.03,82.38,-7.8,155.36,-2.9,0.0,17
2019-01-05 10:00:00,55.0,4.0,2019-01-05T10:00:00,1.5,1022.1,d,758.98,24.69,987.95,-36.0,-8.2,0.0,3.7,398.201,320,398.79,88.43,-7.0,169.96,-2.3,0.0,16
2019-01-05 11:00:00,53.0,4.0,2019-01-05T11:00:00,1.5,1020.95,d,764.25,25.16,986.95,-18.0,-8.2,0.0,4.0,407.548,180,407.56,89.24,-6.6,185.22,-1.9,0.0,5
2019-01-05 12:00:00,53.0,3.6,2019-01-05T12:00:00,5.0,1019.7,d,735.7,22.72,985.75,,-9.2,0.0,3.8,362.28,170,362.28,84.93,-5.6,200.12,-1.3,0.0,1
2019-01-05 13:00:00,53.0,3.6,2019-01-05T13:00:00,1.5,1019.4,d,663.13,17.66,985.5,18.0,-8.0,0.0,3.2,268.629,30,268.63,74.76,-5.4,213.85,-1.1,0.0,3
2019-01-05 14:00:00,55.0,3.6,2019-01-05T14:00:00,0.5,1019.1,d,509.82,10.5,985.2,36.0,-8.0,0.0,1.8,134.084,40,140.55,56.18,-5.6,226.07,-1.4,0.0,44
2019-01-05 15:00:00,56.0,3.6,2019-01-05T15:00:00,5.0,1018.8,n,116.75,1.79,984.8,,-9.3,0.0,0.8,6.92861,170,13.47,18.5,-6.7,236.89,-2.2,0.0,88
2019-01-05 16:00:00,62.0,3.6,2019-01-05T16:00:00,5.0,1018.15,n,0.0,-8.02,987.9,72.0,-9.2,0.0,0.0,0.0,35,0.0,0.0,-8.1,246.68,-3.4,0.0,95
2019-01-05 17:00:00,65.0,3.6,2019-01-05T17:00:00,5.0,1018.25,n,0.0,-18.56,987.8,-90.0,-10.3,0.0,0.0,0.0,40,0.0,0.0,-9.2,255.9,-4.3,0.0,92
2019-01-05 18:00:00,69.0,3.6,2019-01-05T18:00:00,5.0,1018.4,n,0.0,-29.53,989.3,,-10.2,0.0,0.0,0.0,160,0.0,0.0,-10.2,265.16,-5.1,0.0,87
2019-01-05 19:00:00,71.0,3.6,2019-01-05T19:00:00,0.5,1018.45,n,0.0,-40.65,987.8,-90.0,-10.2,0.0,0.0,0.0,85,0.0,0.0,-11.2,275.26,-5.9,0.0,57
2019-01-05 20:00:00,69.0,3.6,2019-01-05T20:00:00,0.5,1018.45,n,0.0,-51.56,987.75,-90.0,-10.1,0.0,0.0,0.0,160,0.0,0.0,-11.5,287.63,-6.2,0.0,51
2019-01-05 21:00:00,68.0,3.6,2019-01-05T21:00:00,0.5,1019.35,n,0.0,-61.54,984.75,,-10.2,0.0,0.0,0.0,25,0.0,0.0,-12.3,305.24,-6.8,0.0,48
2019-01-05 22:00:00,66.0,3.6,2019-01-05T22:00:00,1.0,1018.75,n,0.0,-68.87,984.15,-90.0,-10.2,0.0,0.0,0.0,0,0.0,0.0,-12.5,333.77,-7.0,0.0,31
2019-01-05 23:00:00,67.0,4.0,2019-01-05T23:00:00,1.5,1018.15,n,0.0,-70.12,983.55,-90.0,-10.2,0.0,0.0,0.0,0,0.0,0.0,-13.6,13.85,-7.5,0.0,12
2019-01-06 00:00:00,68.0,4.0,2019-01-06T00:00:00,1.5,1017.55,n,0.0,-64.35,983.15,,-10.1,0.0,0.0,0.0,145,0.0,0.0,-11.4,47.0,-5.8,0.0,10
2019-01-06 01:00:00,71.0,4.4,2019-01-06T01:00:00,1.0,1017.2,n,0.0,-54.95,982.7,-90.0,-9.2,0.0,0.0,0.0,0,0.0,0.0,-12.7,67.4,-6.6,0.0,22
2019-01-06 02:00:00,76.0,4.8,2019-01-06T02:00:00,1.0,1016.8,n,0.0,-44.23,982.35,-90.0,-9.2,0.0,0.0,0.0,0,0.0,0.0,-13.0,81.03,-6.5,0.0,33
2019-01-06 03:00:00,78.0,6.0,2019-01-06T03:00:00,1.0,1016.45,n,0.0,-33.12,982.0,,-9.2,0.0,0.0,0.0,30,0.0,0.0,-14.0,91.66,-6.8,0.0,36
2019-01-06 04:00:00,83.0,7.2,2019-01-06T04:00:00,0.5,1016.1,n,0.0,-22.06,981.65,-90.0,-9.2,0.0,0.0,0.0,0,0.0,0.0,-14.4,101.08,-6.5,0.0,55
2019-01-06 05:00:00,87.0,7.6,2019-01-06T05:00:00,5.0,1015.65,n,0.0,-11.34,981.3,-90.0,-9.2,0.0,0.0,0.0,0,0.0,0.0,-13.9,110.24,-6.0,0.0,79
2019-01-06 06:00:00,89.0,8.0,2019-01-06T06:00:00,5.0,1015.3,n,0.0,-1.25,981.0,,-8.2,0.0,0.0,0.0,165,0.0,0.0,-14.0,119.79,-5.9,0.0,97
2019-01-06 07:00:00,88.0,8.0,2019-01-06T07:00:00,5.0,1015.95,d,427.19,7.88,981.7,-90.0,-8.2,0.0,0.8,28.562,0,96.83,47.42,-13.1,130.22,-5.3,0.0,96
