Timestamp,PM10,O3,CO,NO2
2019-01-01 00:00:00,54.87990188598633,7.21999979019165,0.8583999872207642,53.40340042114258
2019-01-01 01:00:00,64.39990234375,4.940000057220459,1.0440000295639038,56.45980072021485
2019-01-01 02:00:00,52.25,7.420000076293945,0.8352000117301941,36.500301361083984
2019-01-01 03:00:00,53.849998474121094,4.380000114440918,0.9395999908447266,50.42399978637695
2019-01-01 04:00:00,61.59000015258789,7.5,0.7307999730110168,36.385501861572266
2019-01-01 05:00:00,40.0098991394043,11.5,0.47560000419616705,19.214599609375
2019-01-01 06:00:00,31.09000015258789,14.739999771118164,0.30160000920295715,12.68239974975586
2019-01-01 07:00:00,25.13999938964844,15.859999656677244,0.2784000039100647,9.645500183105467
2019-01-01 08:00:00,18.59000015258789,13.300000190734865,0.33640000224113464,14.2677001953125
2019-01-01 09:00:00,18.540000915527344,15.0,0.4059999883174896,15.356399536132812
2019-01-01 10:00:00,13.859999656677244,18.26000022888184,0.2784000039100647,13.675600051879885
2019-01-01 11:00:00,1.2799999713897705,25.8799991607666,0.2784000039100647,10.428600311279297
2019-01-01 12:00:00,11.010000228881836,33.540000915527344,0.2899999916553497,13.33180046081543
2019-01-01 13:00:00,33.59000015258789,31.940000534057614,0.3596000075340271,23.60759925842285
2019-01-01 14:00:00,58.72000122070313,34.740001678466804,0.3131999969482422,21.77400016784668
2019-01-01 15:00:00,29.34000015258789,36.0,0.2784000039100647,21.96500015258789
2019-01-01 16:00:00,62.02000045776367,36.79999923706055,0.20880000293254847,17.705699920654297
2019-01-01 17:00:00,52.15999984741211,20.65999984741211,0.6263999938964844,47.44440078735352
2019-01-01 18:00:00,47.97999954223633,23.15999984741211,0.5335999727249146,35.965301513671875
2019-01-01 19:00:00,50.15999984741211,14.380000114440918,0.6032000184059143,46.22200012207031
2019-01-01 20:00:00,52.43989944458008,10.359999656677246,0.5568000078201294,34.47549819946289
2019-01-01 21:00:00,106.88999938964844,3.859999895095825,2.4244000911712646,54.68310165405274
2019-01-01 22:00:00,177.49000549316406,3.1800000667572017,2.6215999126434326,60.01240158081055
2019-01-01 23:00:00,173.10000610351562,4.099999904632568,3.1668000221252437,72.1218032836914
2019-01-02 00:00:00,157.30999755859375,2.700000047683716,1.9024000167846682,41.10319900512695
2019-01-02 01:00:00,103.31999969482422,1.5399999618530271,1.496399998664856,37.4551010131836
2019-01-02 02:00:00,79.65989685058594,5.679999828338622,1.0324000120162964,23.81769943237305
2019-01-02 03:00:00,53.040000915527344,5.980000019073486,1.218000054359436,24.88730049133301
2019-01-02 04:00:00,121.3000030517578,4.1599998474121085,1.774799942970276,24.96369934082031
2019-01-02 05:00:00,75.05989837646484,2.700000047683716,1.3223999738693235,21.105499267578125
2019-01-02 06:00:00,84.18990325927734,2.1600000858306885,1.1252000331878662,23.741300582885746
2019-01-02 07:00:00,78.87000274658203,1.0,1.426800012588501,37.779598236083984
2019-01-02 08:00:00,93.86000061035156,1.2799999713897705,1.5543999671936035,34.47549819946289
2019-01-02 09:00:00,74.4800033569336,2.440000057220459,1.1368000507354736,32.69919967651367
2019-01-02 10:00:00,61.61000061035156,8.859999656677246,1.1832000017166138,27.29369926452637
2019-01-02 11:00:00,48.290000915527344,14.079999923706055,1.3107999563217163,37.837100982666016
2019-01-02 12:00:00,106.25,10.399999618530273,1.2527999877929688,49.71709823608398
2019-01-02 13:00:00,104.55999755859376,12.079999923706055,1.2760000228881836,38.620201110839844
2019-01-02 14:00:00,99.0198974609375,4.820000171661377,1.8212000131607056,76.41929626464844
2019-01-02 15:00:00,109.0,7.119999885559082,1.4615999460220337,75.71240234375
2019-01-02 16:00:00,73.7300033569336,7.0999999046325675,1.3919999599456787,75.00589752197266
2019-01-02 17:00:00,81.98999786376953,4.820000171661377,1.2064000368118286,67.15560150146484
2019-01-02 18:00:00,69.98000335693361,12.420000076293945,0.9164000153541564,58.80889892578125
2019-01-02 19:00:00,33.65999984741211,13.760000228881836,0.9628000259399414,67.82430267333984
2019-01-02 20:00:00,26.45000076293945,15.68000030517578,0.881600022315979,67.69020080566406
2019-01-02 21:00:00,39.65999984741211,14.520000457763672,0.8352000117301941,63.450401306152344
2019-01-02 22:00:00,37.38999938964844,17.65999984741211,0.7075999975204468,23.72220039367676
2019-01-02 23:00:00,30.93000030517578,18.459999084472656,0.7192000150680542,4.106500148773193
2019-01-03 00:00:00,28.84000015258789,26.68000030517578,0.5451999902725221,19.233699798583984
2019-01-03 01:00:00,16.069999694824222,22.13999938964844,0.7192000150680542,26.30069923400879
2019-01-03 02:00:00,41.349998474121094,20.65999984741211,0.7423999905586243,23.282899856567386
2019-01-03 03:00:00,34.900001525878906,23.540000915527344,0.5451999902725221,12.01389980316162
2019-01-03 04:00:00,44.310001373291016,24.0,0.4988000094890594,8.575900077819824
2019-01-03 05:00:00,20.15999984741211,38.02000045776367,0.3479999899864197,3.705399990081787
2019-01-03 06:00:00,24.38999938964844,29.84000015258789,0.3479999899864197,19.310100555419922
2019-01-03 07:00:00,27.899999618530273,19.540000915527344,0.47560000419616705,36.40439987182617
2019-01-03 08:00:00,37.86999893188477,10.920000076293944,1.0091999769210815,67.59510040283203
2019-01-03 09:00:00,31.440000534057614,13.100000381469727,0.7888000011444092,63.73669815063477
2019-01-03 10:00:00,35.68989944458008,11.34000015258789,0.974399983882904,71.87310028076172
2019-01-03 11:00:00,44.18989944458008,15.920000076293945,0.8931999802589417,53.86180114746094
2019-01-03 12:00:00,31.90999984741211,19.899999618530273,0.7656000256538391,18.164100646972656
2019-01-03 13:00:00,28.270000457763672,20.040000915527344,0.8352000117301941,49.56470108032226
2019-01-03 14:00:00,41.650001525878906,18.8799991607666,0.8700000047683716,51.359901428222656
2019-01-03 15:00:00,43.27999877929688,20.540000915527344,0.8119999766349792,51.91379928588867
2019-01-03 16:00:00,64.84999847412111,20.34000015258789,0.8119999766349792,59.11449813842773
2019-01-03 17:00:00,65.7698974609375,17.239999771118164,0.974399983882904,53.07889938354492
2019-01-03 18:00:00,65.92990112304689,23.979999542236328,0.7656000256538391,45.17129898071289
2019-01-03 19:00:00,53.209999084472656,23.18000030517578,0.6728000044822693,39.708900451660156
2019-01-03 20:00:00,41.15999984741211,22.520000457763672,0.6728000044822693,35.544898986816406
2019-01-03 21:00:00,31.01000022888184,22.520000457763672,0.6147999763488771,37.09199905395508
2019-01-03 22:00:00,38.849998474121094,23.520000457763672,0.6611999869346619,33.749698638916016
2019-01-03 23:00:00,22.770000457763672,32.61999893188477,0.5220000147819519,11.612799644470215
2019-01-04 00:00:00,20.739999771118164,33.299999237060554,0.6147999763488771,9.970199584960938
2019-01-04 01:00:00,8.680000305175781,38.43999862670898,0.487199991941452,19.940399169921875
2019-01-04 02:00:00,8.829999923706055,46.7599983215332,0.3479999899864197,3.762700080871582
2019-01-04 03:00:00,17.360000610351562,48.31999969482422,0.25519999861717224,2.196500062942505
2019-01-04 04:00:00,16.719999313354492,48.22000122070313,0.22040000557899475,4.698599815368652
2019-01-04 05:00:00,11.460000038146973,46.18000030517578,0.23199999332427976,0.17190000414848328
2019-01-04 06:00:00,16.440000534057614,36.7599983215332,0.3248000144958496,15.20359992980957
2019-01-04 07:00:00,20.540000915527344,23.479999542236328,0.4639999866485596,35.010299682617195
2019-01-04 08:00:00,28.90999984741211,14.34000015258789,0.8235999941825867,62.11320114135742
2019-01-04 09:00:00,32.65999984741211,19.13999938964844,0.7075999975204468,57.83480072021485
2019-01-04 10:00:00,32.529998779296875,22.299999237060547,0.6380000114440918,44.57939910888672
2019-01-04 11:00:00,38.27000045776367,16.920000076293945,0.9628000259399414,73.24849700927734
2019-01-04 12:00:00,29.18000030517578,27.940000534057614,0.5799999833106995,38.35279846191406
2019-01-04 13:00:00,31.3799991607666,33.799999237060554,0.5684000253677368,32.240798950195305
2019-01-04 14:00:00,43.11000061035156,27.86000061035156,0.6844000220298767,45.34320068359375
2019-01-04 15:00:00,41.38999938964844,22.540000915527344,0.7423999905586243,54.47320175170898
2019-01-04 16:00:00,51.47000122070313,26.440000534057614,0.6728000044822693,37.81779861450195
2019-01-04 17:00:00,40.91999816894531,25.520000457763672,0.7423999905586243,36.69110107421875
2019-01-04 18:00:00,32.919998168945305,27.81999969482422,0.6263999938964844,20.265100479125977
2019-01-04 19:00:00,46.709999084472656,25.0,0.6959999799728394,39.65140151977539
2019-01-04 20:00:00,37.84000015258789,23.79999923706055,0.7423999905586243,42.5547981262207
2019-01-04 21:00:00,49.93000030517578,29.3799991607666,0.6147999763488771,8.423100471496582
2019-01-04 22:00:00,47.97999954223633,22.70000076293945,0.7656000256538391,28.63089942932129
2019-01-04 23:00:00,63.209999084472656,17.15999984741211,1.0207999944686892,5.4816999435424805
