Timestamp,relative_humidity,wind_speed,visibility,pressure,snow,solar_radiation,wind_direction,temperature,precipitation,cloud_coverage,hour,day,month,year,weekend,holiday,PM10,PM25
2019-01-01 00:00:00,0.9542222975369875,0.2857142857142857,0.0,0.9346510230411054,0.0,-0.7010279416322301,0.3112877638574882,-1.0126231236200327,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,-1.0366213401223452,-1.4324057340405933
2019-01-01 01:00:00,0.9050772861108839,0.2857142857142857,0.0,1.3470180439652242,0.0,-0.7010279416322301,-1.2247922486822647,-1.1684254096926998,0.0,0.7000000000000001,0.043478260869565216,0.0,0.0,0.0,0.0,1.0,-0.5487908924552289,-1.1047737197670227
2019-01-01 02:00:00,0.8559322746847803,0.3142857142857143,1.0,1.4692008649797912,0.0,-0.7010279416322301,-0.9175762461743141,-1.2099726859787443,0.0,0.71,0.08695652173913043,0.0,0.0,0.0,0.0,1.0,-0.6094166738502711,-1.1688514357134243
2019-01-01 03:00:00,0.9050772861108839,0.3142857142857143,1.0,1.4768372912931942,0.0,-0.7010279416322301,-0.25194157407375456,-1.2307463241217667,0.0,0.73,0.13043478260869565,0.0,0.0,0.0,0.0,1.0,-0.3994762484386547,-1.1297151174838334
2019-01-01 04:00:00,0.9050772861108839,0.2857142857142857,1.0,1.4844737176066143,0.0,-0.7010279416322301,-0.40554957532772984,-1.2722936004078111,0.0,0.73,0.17391304347826086,0.0,0.0,0.0,0.0,1.0,-0.5735017329751542,-1.2773064702059624
2019-01-01 05:00:00,1.003367308963091,0.2857142857142857,1.0,1.5608379807407124,0.0,-0.7010279416322301,0.00407176134953761,-1.324227695765367,0.0,0.71,0.21739130434782608,0.0,0.0,0.0,0.0,1.0,-0.8675361148079553,-1.4476392679265397
2019-01-01 06:00:00,1.003367308963091,0.2857142857142857,0.0,1.0873795493093013,0.0,-0.7010279416322301,0.1576797626035129,-1.345001333908389,0.0,0.67,0.2608695652173913,0.0,0.0,0.0,0.0,1.0,-1.0001084440777233,-1.5123246165941606
2019-01-01 07:00:00,0.9542222975369875,0.2857142857142857,0.0,1.0797431229958812,0.0,-0.4133986553983902,0.46489576511146347,-1.2930672385508333,0.0,0.61,0.30434782608695654,0.0,0.0,0.0,0.0,1.0,-1.0895811146117058,-1.5694155061700932
2019-01-01 08:00:00,0.8559322746847803,0.3142857142857143,0.1111111111111111,1.1255616808763502,0.0,0.0985587857736535,-0.5591575765817052,-1.0022363045485214,0.0,0.26,0.34782608695652173,0.0,0.0,0.0,0.0,1.0,-1.2417287884987962,-1.649231539400816
2019-01-01 09:00:00,0.5610622061281586,0.3428571428571428,0.2222222222222222,1.1408345335031733,0.0,0.47593064280480196,1.9497731105665579,-0.8256603803328321,0.0,0.03,0.3913043478260869,0.0,0.0,0.0,0.0,1.0,-1.1926791774555563,-1.642612521891074
2019-01-01 10:00:00,-0.32354799954170654,0.3428571428571428,1.0,0.9957424335483802,0.0,0.6875187029283134,2.052178444735875,-0.7841131040467875,0.0,0.01,0.43478260869565216,0.0,0.0,0.0,0.0,1.0,-0.8654463807995413,-1.4677401099533984
2019-01-01 11:00:00,-0.6184180680983282,0.3428571428571428,1.0,0.8659231862204102,0.0,0.7123627713186842,2.0009757776512163,-0.6802449133316761,0.0,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,1.0,-1.1755546488181452,-1.8033309135705962
2019-01-01 12:00:00,-0.520128045246121,0.3428571428571428,1.0,0.7284675125790373,0.0,0.5474306700699488,1.8985704434818995,-0.6283108179741204,0.0,0.0,0.5217391304347826,0.0,0.0,0.0,0.0,1.0,-1.749410122458002,-1.9921243038541527
2019-01-01 13:00:00,-0.42183802239391377,0.3142857142857143,0.2222222222222222,0.6979218073253911,0.0,0.2134882236290236,1.7961651093125828,-0.6802449133316761,0.0,0.09,0.5652173913043478,0.0,0.0,0.0,0.0,1.0,-1.59815754265958,-1.7595447775894857
2019-01-01 14:00:00,-0.42183802239391377,0.2857142857142857,0.0,0.6521032494449392,0.0,-0.25479242647095846,2.0009757776512163,-0.8360471994043431,0.0,0.41000000000000003,0.6086956521739131,0.0,0.0,0.0,0.0,1.0,-1.3116950843017723,-1.442367781384426
2019-01-01 15:00:00,-0.028677930985084837,0.3142857142857143,0.1111111111111111,0.6062846915644875,0.0,-0.6723087286739939,1.8985704434818995,-0.9606890282624769,0.0,0.36,0.6521739130434783,0.0,0.0,0.0,0.0,1.0,-1.1660818184514052,-1.309770164636718
2019-01-01 16:00:00,0.3644821604237441,0.2857142857142857,0.2222222222222222,0.6368303968181163,0.0,-0.7010279416322301,2.1545837789051916,-1.0230099426915438,0.0,0.03,0.6956521739130435,0.0,0.0,0.0,0.0,1.0,-0.9574189964585411,-1.2304869308962008
2019-01-01 17:00:00,0.4627721832759513,0.2857142857142857,1.0,0.6444668231315365,0.0,-0.7010279416322301,0.9257197688733894,-1.1788122287642109,0.0,0.01,0.7391304347826086,0.0,0.0,0.0,0.0,1.0,-0.3923818437155462,-0.9529422251677231
2019-01-01 18:00:00,0.6593522289803658,0.2571428571428571,0.2222222222222222,0.6673761020717623,0.0,-0.7010279416322301,-0.04713090573512082,-1.3138408766938559,0.0,0.04,0.7826086956521738,0.0,0.0,0.0,0.0,1.0,-0.305175924969276,-0.9571104417047697
